image_name,EXPECTED_QUANTITY,asin_1,height_1,length_1,name_1,normalizedName_1,quantity_1,weight_1,width_1,asin_2,height_2,length_2,name_2,normalizedName_2,quantity_2,weight_2,width_2,asin_3,height_3,length_3,name_3,normalizedName_3,quantity_3,weight_3,width_3,asin_4,height_4,length_4,name_4,normalizedName_4,quantity_4,weight_4,width_4
00976,1,B00VH8IHT0,3.399999996532,7.699999992146,Butterfly Pro Shaver Pink 5h,Butterfly Pro Shaver Pink 5h,1,1.2499999989517618,6.799999993064,,,,,,,,,,,,,,,,,,,,,,,,
00978,7,B0084DZ776,2.099999997858,10.399999989392,Wildkin Big Dot Aqua Munch 'n Lunch Bag,Wildkin Big Dot Aqua Munch 'n Lunch Bag,1,0.3,8.599999991228,B00FOXXV2M,3.899999996022,11.199999988575998,"Wrights Bullion Fringe, 3-Inch by 9-Yard, Black","Wrights Bullion Fringe, 3-Inch by 9-Yard, Black",1,0.9499999999999998,5.199999994696,B00LAETBOQ,1.3999999985719997,13.49999998623,"Decor Grates AJH612-RB Oriental Floor Register, 6-Inch by 12-Inch, Rubbed Bronze","Decor Grates AJH612-RB Oriental Floor Register, 6-Inch by 12-Inch, Rubbed Bronze",4,3.55,7.399999992452001,B00UY34Z5Y,2.49999999745,12.399999987352,"Matsuzaki Magnesium Emperor Titanium Pro Hair Flat Iron, Black, 1.3""","Matsuzaki Magnesium Emperor Titanium Pro Hair Flat Iron, Black, 1.3""",1,1.6499999986163254,4.399999995512001
00979,6,B0084DZ776,2.099999997858,10.399999989392,Wildkin Big Dot Aqua Munch 'n Lunch Bag,Wildkin Big Dot Aqua Munch 'n Lunch Bag,1,0.3,8.599999991228,B00FOXXV2M,3.899999996022,11.199999988575998,"Wrights Bullion Fringe, 3-Inch by 9-Yard, Black","Wrights Bullion Fringe, 3-Inch by 9-Yard, Black",1,0.9499999999999998,5.199999994696,B00LAETBOQ,1.3999999985719997,13.49999998623,"Decor Grates AJH612-RB Oriental Floor Register, 6-Inch by 12-Inch, Rubbed Bronze","Decor Grates AJH612-RB Oriental Floor Register, 6-Inch by 12-Inch, Rubbed Bronze",4,3.55,7.399999992452001,,,,,,,,
00980,7,B0084DZ776,2.099999997858,10.399999989392,Wildkin Big Dot Aqua Munch 'n Lunch Bag,Wildkin Big Dot Aqua Munch 'n Lunch Bag,1,0.3,8.599999991228,B00FOXXV2M,3.899999996022,11.199999988575998,"Wrights Bullion Fringe, 3-Inch by 9-Yard, Black","Wrights Bullion Fringe, 3-Inch by 9-Yard, Black",1,0.9499999999999998,5.199999994696,B00LAETBOQ,1.3999999985719997,13.49999998623,"Decor Grates AJH612-RB Oriental Floor Register, 6-Inch by 12-Inch, Rubbed Bronze","Decor Grates AJH612-RB Oriental Floor Register, 6-Inch by 12-Inch, Rubbed Bronze",4,3.55,7.399999992452001,B00ZQ4PFX2,4.299999995614,13.599999986128,EVGA Hybrid Cooler for GeForce GTX 980Ti Cooling 400-HY-0996-B1,EVGA Hybrid Cooler for GeForce GTX 980Ti Cooling 400-HY-0996-B1,1,2.3999999979873827,6.99999999286
00983,11,B000ELY470,2.599999997348,7.899999991942001,Laguiole Waiter's Corkscrew with Leather Case - Rosewood,Laguiole Waiter's Corkscrew with Leather Case - Rosewood,1,0.95,6.099999993778,B002QCPQ0E,2.599999997348,7.699999992146,"NUK Jungle Designs Large Learner Cup in Patterns, Boy, 10-Ounce","NUK Jungle Designs Large Learner Cup in Patterns, Boy, 10-Ounce",1,0.3,2.599999997348,B00DE8R1YI,0.899999999082,5.699999994186001,"Galaxy S7 Edge Case - MoKo [Scratch Resistant] Hybrid Armor Series Dual Layer Protection - Bumper Cover for Samsung Galaxy S7 Edge 5.5 Inch Smartphone 2016 Release, BLACK","Galaxy S7 Edge Case - MoKo [Scratch Resistant] Hybrid Armor Series Dual Layer Protection - Bumper Cover for Samsung Galaxy S7 Edge 5.5 Inch Smartphone 2016 Release, BLACK",7,0.15,3.599999996328,B01DK4DAKE,2.49999999745,11.99999998776,Anime Love Live LoveLive! Ayase Eli Wig Golden Yellow Cosplay Wigs Party Costume Hair+1 Clip Ponytail,Anime Love Live LoveLive! Ayase Eli Wig Golden Yellow Cosplay Wigs Party Costume Hair+1 Clip Ponytail,2,0.19999999983228192,7.99999999184
00984,10,B000ELY470,2.599999997348,7.899999991942001,Laguiole Waiter's Corkscrew with Leather Case - Rosewood,Laguiole Waiter's Corkscrew with Leather Case - Rosewood,1,0.95,6.099999993778,B00DE8R1YI,0.899999999082,5.699999994186001,"Galaxy S7 Edge Case - MoKo [Scratch Resistant] Hybrid Armor Series Dual Layer Protection - Bumper Cover for Samsung Galaxy S7 Edge 5.5 Inch Smartphone 2016 Release, BLACK","Galaxy S7 Edge Case - MoKo [Scratch Resistant] Hybrid Armor Series Dual Layer Protection - Bumper Cover for Samsung Galaxy S7 Edge 5.5 Inch Smartphone 2016 Release, BLACK",7,0.15,3.599999996328,B01DK4DAKE,2.49999999745,11.99999998776,Anime Love Live LoveLive! Ayase Eli Wig Golden Yellow Cosplay Wigs Party Costume Hair+1 Clip Ponytail,Anime Love Live LoveLive! Ayase Eli Wig Golden Yellow Cosplay Wigs Party Costume Hair+1 Clip Ponytail,2,0.19999999983228192,7.99999999184,,,,,,,,
00985,9,B000ELY470,2.599999997348,7.899999991942001,Laguiole Waiter's Corkscrew with Leather Case - Rosewood,Laguiole Waiter's Corkscrew with Leather Case - Rosewood,1,0.95,6.099999993778,B00DE8R1YI,0.899999999082,5.699999994186001,"Galaxy S7 Edge Case - MoKo [Scratch Resistant] Hybrid Armor Series Dual Layer Protection - Bumper Cover for Samsung Galaxy S7 Edge 5.5 Inch Smartphone 2016 Release, BLACK","Galaxy S7 Edge Case - MoKo [Scratch Resistant] Hybrid Armor Series Dual Layer Protection - Bumper Cover for Samsung Galaxy S7 Edge 5.5 Inch Smartphone 2016 Release, BLACK",7,0.15,3.599999996328,B01DK4DAKE,2.49999999745,11.99999998776,Anime Love Live LoveLive! Ayase Eli Wig Golden Yellow Cosplay Wigs Party Costume Hair+1 Clip Ponytail,Anime Love Live LoveLive! Ayase Eli Wig Golden Yellow Cosplay Wigs Party Costume Hair+1 Clip Ponytail,1,0.19999999983228192,7.99999999184,,,,,,,,
01031,2,B00SP6G6G8,2.599999997348,11.99999998776,Ravensburger Vintage Bicycle Large Format Puzzle (300-Piece),Ravensburger Vintage Bicycle Large Format Puzzle (300-Piece),1,1.7499999985324668,10.099999989698,B016OAFC20,1.49999999847,9.299999990514001,"iPhone Bluetooth Selfie Stick,Ubegood Foldable Extendable Self-portrait Monopod with Adjustable Phone Holder for iPhone SE/iPhone 6/6s/6 Plus/6s Plus,Samsung s7 edge/S7/S6/S5 (Green)","iPhone Bluetooth Selfie Stick,Ubegood Foldable Extendable Self-portrait Monopod with Adjustable Phone Holder for iPhone SE/iPhone 6/6s/6 Plus/6s Plus,Samsung s7 edge/S7/S6/S5 (Green)",1,0.7499999993710571,3.099999996838,,,,,,,,,,,,,,,,
01032,3,B00SP6G6G8,2.599999997348,11.99999998776,Ravensburger Vintage Bicycle Large Format Puzzle (300-Piece),Ravensburger Vintage Bicycle Large Format Puzzle (300-Piece),1,1.7499999985324668,10.099999989698,B015W3BPY4,6.399999993472,7.899999991942001,Workpro Quick Change Folding Utility Knife,Workpro Quick Change Folding Utility Knife,1,2.649999997777735,7.199999992656,B016OAFC20,1.49999999847,9.299999990514001,"iPhone Bluetooth Selfie Stick,Ubegood Foldable Extendable Self-portrait Monopod with Adjustable Phone Holder for iPhone SE/iPhone 6/6s/6 Plus/6s Plus,Samsung s7 edge/S7/S6/S5 (Green)","iPhone Bluetooth Selfie Stick,Ubegood Foldable Extendable Self-portrait Monopod with Adjustable Phone Holder for iPhone SE/iPhone 6/6s/6 Plus/6s Plus,Samsung s7 edge/S7/S6/S5 (Green)",1,0.7499999993710571,3.099999996838,,,,,,,,
01033,2,B00SP6G6G8,2.599999997348,11.99999998776,Ravensburger Vintage Bicycle Large Format Puzzle (300-Piece),Ravensburger Vintage Bicycle Large Format Puzzle (300-Piece),1,1.7499999985324668,10.099999989698,B016OAFC20,1.49999999847,9.299999990514001,"iPhone Bluetooth Selfie Stick,Ubegood Foldable Extendable Self-portrait Monopod with Adjustable Phone Holder for iPhone SE/iPhone 6/6s/6 Plus/6s Plus,Samsung s7 edge/S7/S6/S5 (Green)","iPhone Bluetooth Selfie Stick,Ubegood Foldable Extendable Self-portrait Monopod with Adjustable Phone Holder for iPhone SE/iPhone 6/6s/6 Plus/6s Plus,Samsung s7 edge/S7/S6/S5 (Green)",1,0.7499999993710571,3.099999996838,,,,,,,,,,,,,,,,
01039,3,B001U3ULQO,1.899999998062,8.799999991024,PAC C2R-CHY4 Radio Replacement Interface for Chrysler,PAC C2R-CHY4 Radio Replacement Interface for Chrysler,2,0.55,8.799999991024,B00Y0Z0G82,1.199999998776,9.799999990004002,Japanese Chopsticks Gift Sets (#11- Angelfish Red),Japanese Chopsticks Gift Sets (#11- Angelfish Red),1,0.3499999999999999,5.299999994594,,,,,,,,,,,,,,,,
01040,5,B001U3ULQO,1.899999998062,8.799999991024,PAC C2R-CHY4 Radio Replacement Interface for Chrysler,PAC C2R-CHY4 Radio Replacement Interface for Chrysler,2,0.55,8.799999991024,B00BSK750Y,0.299999999388,14.9999999847,"Cricut 2001974 Adhesive Cutting Mat, Standard Grip, 12 x 12-Inch, Pack of 2","Pack of 2 Cricut 2001974 Adhesive Cutting Mat, Standard Grip, 12 x 12-Inch,",2,0.4499954059609291,12.99999997348,B00Y0Z0G82,1.199999998776,9.799999990004002,Japanese Chopsticks Gift Sets (#11- Angelfish Red),Japanese Chopsticks Gift Sets (#11- Angelfish Red),1,0.3499999999999999,5.299999994594,,,,,,,,
01041,3,B001U3ULQO,1.899999998062,8.799999991024,PAC C2R-CHY4 Radio Replacement Interface for Chrysler,PAC C2R-CHY4 Radio Replacement Interface for Chrysler,2,0.55,8.799999991024,B00Y0Z0G82,1.199999998776,9.799999990004002,Japanese Chopsticks Gift Sets (#11- Angelfish Red),Japanese Chopsticks Gift Sets (#11- Angelfish Red),1,0.3499999999999999,5.299999994594,,,,,,,,,,,,,,,,
01048,8,1583559892,0.99999999898,8.199999991635998,Brazil Birds (Pocket Naturalist Guide),Brazil Birds (Pocket Naturalist Guide),1,0.1999999998322819,3.99999999592,B00005JKF6,0.599999999388,7.49999999235,From Here to Eternity,From Here to Eternity,5,0.2,5.299999994594,B002I0H27E,0.599999999388,7.49999999235,Nike+ Kinect Training - Xbox 360,Nike+ Kinect Training - Xbox 360,1,0.25,5.299999994594,B00K5NELR0,2.99999999694,6.399999993472,"Garden of Life mykind Organics Prenatal Multi, 180 Organic Tablet","Garden of Life mykind Organics Prenatal Multi, 180 Organic Tablet",1,1.190484063049714,3.49999999643
01061,4,B000089D9U,2.7999999971440004,12.699999987046,"Columbian Catalog Envelopes, Grip-Seal, 9 x 12 Inches, White, 100 Per Box (CO920)","Columbian Catalog Envelopes, Grip-Seal, 9 x 12 Inches, White, 100 Per Box (CO920)",1,3.9,9.899999989902,B00B14H494,2.399999997552,7.699999992146,"Beistle 57894 Inflatable Birthday Cake Cooler, 24-Inch by 16-Inch","Beistle 57894 Inflatable Birthday Cake Cooler, 24-Inch by 16-Inch",2,0.85,7.099999992758,B00XLXTZYK,1.599999998368,13.99999998572,NFL Short Sleeve Thematic Polo-Seattle Seahawks-Large,NFL Short Sleeve Thematic Polo-Seattle Seahawks-Large,1,0.45,12.49999998725,,,,,,,,
01062,3,B000089D9U,2.7999999971440004,12.699999987046,"Columbian Catalog Envelopes, Grip-Seal, 9 x 12 Inches, White, 100 Per Box (CO920)","Columbian Catalog Envelopes, Grip-Seal, 9 x 12 Inches, White, 100 Per Box (CO920)",1,3.9,9.899999989902,B00931J7OW,1.199999998776,9.49999999031,6 Even Snowflakes Silicone Cake Mold,6 Even Snowflakes Silicone Cake Mold,1,0.01,5.99999999388,B00XLXTZYK,1.599999998368,13.99999998572,NFL Short Sleeve Thematic Polo-Seattle Seahawks-Large,NFL Short Sleeve Thematic Polo-Seattle Seahawks-Large,1,0.45,12.49999998725,,,,,,,,
01067,2,B00T28FWVS,2.299999997654,9.799999990004002,Stunning Flameless LED Tea Light Candles - Realistic Battery-Powered Flameless Candles - Beautiful and Elegant Unscented LED Candles - The Perfect Decoration - (24 Pack) - Fake Candles / Tealights - Divine LEDs,(24 Pack) Stunning Flameless LED Tea Light Candles - Realistic Battery-Powered Flameless Candles - Beautiful and Elegant Unscented LED Candles - The Perfect Decoration - - Fake Candles / Tealights - Divine LEDs,1,0.7999999993291277,6.599999993268,B00X2FBCRK,2.49999999745,10.49999998929,"2 for 30 / 3 for 40 - Follow Me MAGNETIC SCREEN DOOR – mesh door using magnets - lets fresh air in, keeps bugs out - uses magnets - PET SCREEN DOOR - Air Curtain","2 for 30 / 3 for 40 - Follow Me MAGNETIC SCREEN DOOR – mesh door using magnets - lets fresh air in, keeps bugs out - uses magnets - PET SCREEN DOOR - Air Curtain",1,0.6999999999999998,6.899999992962,,,,,,,,,,,,,,,,
01068,12,B00H5UJ068,3.99999999592,9.199999990616,"LOT of 10 White Pencil Starfish Wedding Decor 5"" - 6""","LOT of 10 White Pencil Starfish Wedding Decor 5"" - 6""",1,0.45,6.99999999286,B00XRK1V08,0.299999999694,7.99999999184,"Kiloline Professional Heat Resistant Glove for Hair Styling Heat Blocking for Curling, Flat Iron and Curling Wand Suitable for Left and Right Hands","Kiloline Professional Heat Resistant Glove for Hair Styling Heat Blocking for Curling, Flat Iron and Curling Wand Suitable for Left and Right Hands",11,0.022046001186074866,4.699999995206,,,,,,,,,,,,,,,,
01102,10,B001B5DTO2,2.199999997756,13.799999985924,"Petite Creations Baby Cubes, 1 Ounce, 8-Count","Petite Creations Baby Cubes, 1 Ounce, 8-Count",2,0.45,5.199999994696,B0027Z7KN6,3.899999996022,9.099999990718,"Kicking Horse Coffee, Cliff Hanger Espresso, Whole Bean Coffee,  2.2 Pound","Kicking Horse Coffee, Cliff Hanger Espresso, Whole Bean Coffee,  2.2 Pound",1,1.7500000000000002,6.299999993574,B00701ROB0,0.99999999898,11.49999998827,"ChicoBag Snack Time rePETe (Recycled PET) Baggies Snack and Sandwich Reusable Bags, Pack of 3","Pack of 3 ChicoBag Snack Time rePETe (Recycled PET) Baggies Snack and Sandwich Reusable Bags,",6,0.3,8.099999991737999,B01AZMP23C,2.1999999977560005,20.299999979294,Finding Dory Favor Pack 48ct [Contains 1 Manufacturer Retail Unit(s) Per Amazon Combined Package Sales Unit] - SKU# 396868,Finding Dory Favor Pack 48ct [Contains 1 Manufacturer Retail Unit(s) Per Amazon Combined Package Sales Unit] - SKU# 396868,1,1.1999999989936914,12.199999987556
01103,9,B001B5DTO2,2.199999997756,13.799999985924,"Petite Creations Baby Cubes, 1 Ounce, 8-Count","Petite Creations Baby Cubes, 1 Ounce, 8-Count",2,0.45,5.199999994696,B0027Z7KN6,3.899999996022,9.099999990718,"Kicking Horse Coffee, Cliff Hanger Espresso, Whole Bean Coffee,  2.2 Pound","Kicking Horse Coffee, Cliff Hanger Espresso, Whole Bean Coffee,  2.2 Pound",1,1.7500000000000002,6.299999993574,B00701ROB0,0.99999999898,11.49999998827,"ChicoBag Snack Time rePETe (Recycled PET) Baggies Snack and Sandwich Reusable Bags, Pack of 3","Pack of 3 ChicoBag Snack Time rePETe (Recycled PET) Baggies Snack and Sandwich Reusable Bags,",5,0.3,8.099999991737999,B01AZMP23C,2.1999999977560005,20.299999979294,Finding Dory Favor Pack 48ct [Contains 1 Manufacturer Retail Unit(s) Per Amazon Combined Package Sales Unit] - SKU# 396868,Finding Dory Favor Pack 48ct [Contains 1 Manufacturer Retail Unit(s) Per Amazon Combined Package Sales Unit] - SKU# 396868,1,1.1999999989936914,12.199999987556
01104,7,B001B5DTO2,2.199999997756,13.799999985924,"Petite Creations Baby Cubes, 1 Ounce, 8-Count","Petite Creations Baby Cubes, 1 Ounce, 8-Count",2,0.45,5.199999994696,B0027Z7KN6,3.899999996022,9.099999990718,"Kicking Horse Coffee, Cliff Hanger Espresso, Whole Bean Coffee,  2.2 Pound","Kicking Horse Coffee, Cliff Hanger Espresso, Whole Bean Coffee,  2.2 Pound",1,1.7500000000000002,6.299999993574,B00701ROB0,0.99999999898,11.49999998827,"ChicoBag Snack Time rePETe (Recycled PET) Baggies Snack and Sandwich Reusable Bags, Pack of 3","Pack of 3 ChicoBag Snack Time rePETe (Recycled PET) Baggies Snack and Sandwich Reusable Bags,",3,0.3,8.099999991737999,B01AZMP23C,2.1999999977560005,20.299999979294,Finding Dory Favor Pack 48ct [Contains 1 Manufacturer Retail Unit(s) Per Amazon Combined Package Sales Unit] - SKU# 396868,Finding Dory Favor Pack 48ct [Contains 1 Manufacturer Retail Unit(s) Per Amazon Combined Package Sales Unit] - SKU# 396868,1,1.1999999989936914,12.199999987556
01112,4,B014K94TIA,2.599999997348,10.99999998878,"YINGGG Poop Emoji Plush Pillow Round Cushion Toy, 32 x 32 x 10 cm","YINGGG Poop Emoji Plush Pillow Round Cushion Toy, 32 x 32 x 10 cm",2,0.5999999994968457,8.399999991432,B018A9Y8TQ,0.99999999898,12.399999987352,"iPad Mini 4 Case Bundle, rooCASE Origami iPad Mini 4 Slim Shell Folio Case Smart Cover Stand with Tempered Glass Screen Protector for Apple iPad Mini 4 2015, Turquoise Blue","iPad Mini 4 Case Bundle, rooCASE Origami iPad Mini 4 Slim Shell Folio Case Smart Cover Stand with Tempered Glass Screen Protector for Apple iPad Mini 4 2015, Turquoise Blue",1,0.8499999992871979,8.699999991126,B018SO95UU,2.399999997552,9.099999990718,"Baby Car Seat Covers for Girls and Boys, Infant Canopy WITH Window-Flap System AND Bag","Baby Car Seat Covers for Girls and Boys, Infant Canopy WITH Window-Flap System AND Bag",1,0.7999999993291277,8.899999990922,,,,,,,,
01128,4,B000CQBMD6,2.899999997042,16.49999998317,WARN 63936 ATV Center Plow Mounting Kit,WARN 63936 ATV Center Plow Mounting Kit,1,7.45,9.899999989902,B01DFSFY2W,1.599999998368,14.099999985618,LePrene Perfect Bag 2 Bottle Insulated Neoprene Stylish Wine Carrier Lunch Travel Bag. Great Summer Beach Laptop Tote with Reinforced Cross-body Strap and Zipper,LePrene Perfect Bag 2 Bottle Insulated Neoprene Stylish Wine Carrier Lunch Travel Bag. Great Summer Beach Laptop Tote with Reinforced Cross-body Strap and Zipper,3,1.4999999987421142,13.99999998572,,,,,,,,,,,,,,,,
01129,5,B000CQBMD6,2.899999997042,16.49999998317,WARN 63936 ATV Center Plow Mounting Kit,WARN 63936 ATV Center Plow Mounting Kit,1,7.45,9.899999989902,B01DFSFY2W,1.599999998368,14.099999985618,LePrene Perfect Bag 2 Bottle Insulated Neoprene Stylish Wine Carrier AND Lunch Bag. Great Summer Tote for Cold Drinks at Beach and Pool. Proven Travel Bag with Reinforced Cross-body Strap and Zipper,LePrene Perfect Bag 2 Bottle Insulated Neoprene Stylish Wine Carrier AND Lunch Bag. Great Summer Tote for Cold Drinks at Beach and Pool. Proven Travel Bag with Reinforced Cross-body Strap and Zipper,3,1.4999999987421142,13.99999998572,B01DGK2G1Q,1.199999998776,14.9999999847,CQI Be Your Own Kind Of Beautiful with Flower Vine Removable Wall Decal Sticker Quote Vinyl Art Home Decor (White),CQI Be Your Own Kind Of Beautiful with Flower Vine Removable Wall Decal Sticker Quote Vinyl Art Home Decor (White),1,0.022046001167587297,1.199999998776,,,,,,,,
01130,4,B000CQBMD6,2.899999997042,16.49999998317,WARN 63936 ATV Center Plow Mounting Kit,WARN 63936 ATV Center Plow Mounting Kit,1,7.45,9.899999989902,B01DFSFY2W,1.599999998368,14.099999985618,LePrene Perfect Bag Large Insulated Premium Neoprene 2 Bottle Wine and Lunch Carrier. Great 4th of July Tote for Cold Drinks and Snacks. Stylishly Designed by Women with Reinforced Cross-body Strap,LePrene Perfect Bag Large Insulated Premium Neoprene 2 Bottle Wine and Lunch Carrier. Great 4th of July Tote for Cold Drinks and Snacks. Stylishly Designed by Women with Reinforced Cross-body Strap,2,1.4999999987421142,13.99999998572,B01DGK2G1Q,1.199999998776,14.9999999847,CQI Be Your Own Kind Of Beautiful with Flower Vine Removable Wall Decal Sticker Quote Vinyl Art Home Decor (White),CQI Be Your Own Kind Of Beautiful with Flower Vine Removable Wall Decal Sticker Quote Vinyl Art Home Decor (White),1,0.022046001167587297,1.199999998776,,,,,,,,
01139,5,B0030B5S7G,2.1999999977560005,10.899999988882,"Bulbrite B40T10F 40-Watt Incandescent 120V T10 Tubular Bulb, Frost","Bulbrite B40T10F 40-Watt Incandescent 120V T10 Tubular Bulb, Frost",2,0.20000000000000004,7.399999992452001,B0054U8HYW,3.399999996532,6.099999993778,American Metalcraft (BEE600) 6 oz Beehive Shaker Base only (No Top),American Metalcraft (BEE600) 6 oz Beehive Shaker Base only (No Top),2,0.3499999999999999,3.799999996124,B01F7QXL2A,0.49999999949,5.899999993982,Celljoy® LG K7 / Tribute 5 / Escape 3 Case [Advanced Armor] Dual Layer Hybrid [Kickstand] Credit Card Slot Holder TPU Protective Cover **Shockproof** (Metallic Silver),Celljoy® LG K7 / Tribute 5 / Escape 3 Case [Advanced Armor] Dual Layer Hybrid [Kickstand] Credit Card Slot Holder TPU Protective Cover **Shockproof** (Metallic Silver),1,0.022046001167587297,3.299999996634,,,,,,,,
01140,6,B0030B5S7G,2.1999999977560005,10.899999988882,"Bulbrite B40T10F 40-Watt Incandescent 120V T10 Tubular Bulb, Frost","Bulbrite B40T10F 40-Watt Incandescent 120V T10 Tubular Bulb, Frost",2,0.20000000000000004,7.399999992452001,B0054U8HYW,3.399999996532,6.099999993778,American Metalcraft (BEE600) 6 oz Beehive Shaker Base only (No Top),American Metalcraft (BEE600) 6 oz Beehive Shaker Base only (No Top),2,0.3499999999999999,3.799999996124,B00WO99GRI,0.399999999592,5.99999999388,Vanxse®cctv 5m(15ft) 2.1x5.5mm Dc 12v Power Extension Cable for Cctv Security Cameras Ip Camera Dvr Standalone,Vanxse®cctv 5m(15ft) 2.1x5.5mm Dc 12v Power Extension Cable for Cctv Security Cameras Ip Camera Dvr Standalone,1,0.19999999983228192,1.49999999847,B01F7QXL2A,0.49999999949,5.899999993982,Celljoy® LG K7 / Tribute 5 / Escape 3 Case [Advanced Armor] Dual Layer Hybrid [Kickstand] Credit Card Slot Holder TPU Protective Cover **Shockproof** (Metallic Silver),Celljoy® LG K7 / Tribute 5 / Escape 3 Case [Advanced Armor] Dual Layer Hybrid [Kickstand] Credit Card Slot Holder TPU Protective Cover **Shockproof** (Metallic Silver),1,0.022046001167587297,3.299999996634
01199,5,B00D7H9LIA,1.99999999796,7.699999992146,HotHands Hand Warmers 10 Pair Value Pack,HotHands Hand Warmers 10 Pair Value Pack,1,1.149999999035621,5.199999994696,B00LN0EVS8,0.6999999992859999,20.99999997858,"Emosa 100% Real Human Hair Remy Hair Extensions Clip In Extensions(20inch,90g,#60 Platinum Blonde)","Emosa 100% Real Human Hair Remy Hair Extensions Clip In Extensions(20inch,90g,#60 Platinum Blonde)",2,0.3499999999999999,2.99999999694,B017U0D270,0.0393700787,3.149606296,I Solemnly Swear That I Am up to No Good - for phone6 Vinyl Sticker Decal,I Solemnly Swear That I Am up to No Good - for phone6 Vinyl Sticker Decal,1,0.0,1.968503935,B01FXTOSH8,5.099999994798,7.599999992248,AUSWIND Vintage Brass Bathroom Hair Dryer Holder Wall Mounted Bathroom Hardware,AUSWIND Vintage Brass Bathroom Hair Dryer Holder Wall Mounted Bathroom Hardware,1,0.9499999992033387,5.799999994084
01200,9,B000NNFSNS,0.59842519624,9.09842518757,"Stanley 84-055 Bi-Material Slip Joint Plier, 6 Inch","Stanley 84-055 Bi-Material Slip Joint Plier, 6 Inch",6,0.500008410216,2.90157480019,B00N4OSR8Q,0.899999999082,6.99999999286,"Purex 08993 Dryer Sheets, Mountain Breeze, 40 Count","Purex 08993 Dryer Sheets, Mountain Breeze, 40 Count",1,0.09999999991614096,4.199999995716,B00T1P632E,2.399999997552,4.49999999541,"Solar Powered String Light, Amir 100 LEDs Starry String Lights, Copper Wire Lights Ambiance Lighting for Outdoor, Gardens, Homes, Dancing, Christmas Party(Warm White)","Solar Powered String Light, Amir 100 LEDs Starry String Lights, Copper Wire Lights Ambiance Lighting for Outdoor, Gardens, Homes, Dancing, Christmas Party(Warm White)",2,0.29999999974842284,4.399999995512001,,,,,,,,
01201,10,B000NNFSNS,0.59842519624,9.09842518757,"Stanley 84-055 Bi-Material Slip Joint Plier, 6 Inch","Stanley 84-055 Bi-Material Slip Joint Plier, 6 Inch",6,0.500008410216,2.90157480019,B00N4OSR8Q,0.899999999082,6.99999999286,"Purex 08993 Dryer Sheets, Mountain Breeze, 40 Count","Purex 08993 Dryer Sheets, Mountain Breeze, 40 Count",1,0.09999999991614096,4.199999995716,B00T1P632E,2.399999997552,4.49999999541,"Solar Powered String Light, Amir 100 LEDs Starry String Lights, Copper Wire Lights Ambiance Lighting for Outdoor, Gardens, Homes, Dancing, Christmas Party(Warm White)","Solar Powered String Light, Amir 100 LEDs Starry String Lights, Copper Wire Lights Ambiance Lighting for Outdoor, Gardens, Homes, Dancing, Christmas Party(Warm White)",2,0.29999999974842284,4.399999995512001,B0185IQJ3A,1.49999999847,7.49999999235,RDX Training Boxing Inner Gloves Hand Wraps MMA Fist Protector Bandages Mitts,RDX Training Boxing Inner Gloves Hand Wraps MMA Fist Protector Bandages Mitts,1,0.3499999997064932,3.99999999592
01212,6,B001B0D9QK,0.199999999796,5.199999994696,"Pentel Super Hi-Polymer Lead Refills, 0.5 mm, 90 Pieces (C25BPHB3-K6)","Pentel Super Hi-Polymer Lead Refills, 0.5 mm, 90 Pieces (C25BPHB3-K6)",4,0.022046001167587297,1.699999998266,B00LJ5A8W0,1.0,6.75,Berkley Havoc Money Maker 4 1/2In 15Bg Watermelon Red Fl,Berkley Havoc Money Maker 4 1/2In 15Bg Watermelon Red Fl,1,0.2,3.0,B01AXI796G,3.199999996736,6.7999999930640005,Kingway 5 Pcs Ink Cartridges Replacement for HP 932 933 932xl 933xl Use With HP Officejet 6700 6600 6100 7110 7610 7612 inkjet Printers (2BK+1C+M+1Y),Kingway 5 Pcs Ink Cartridges Replacement for HP 932 933 932xl 933xl Use With HP Officejet 6700 6600 6100 7110 7610 7612 inkjet Printers (2BK+1C+M+1Y),1,0.7499999993710571,3.6999999962260004,,,,,,,,
01215,4,B00FYVF7XA,1.99999999796,5.799999994084,Duracell Instant USB Charger + Universal Cable with USB & mini USB (Pack of 2),(Pack of 2) Duracell Instant USB Charger + Universal Cable with USB & mini USB,3,0.4000000000000001,5.099999994798,B00SNLWJGQ,3.399999996532,4.599999995308,"Funny Guy Mugs #1 Nana Ceramic Coffee Mug, White, 11-Ounce","Funny Guy Mugs #1 Nana Ceramic Coffee Mug, White, 11-Ounce",1,0.65,3.99999999592,,,,,,,,,,,,,,,,
